Episode,Total Reward
1,149.33141038392205
2,-3920.999999999999
3,-3230.7501595141366
4,-3094.41052433569
5,-3179.9999967466256
6,-10428.999696914405
7,-10415.0
8,-8947.999999999993
9,-11243.999932228988
10,-9436.999986519451
11,-11544.999996771892
12,-11102.93732957351
