Episode,Total Reward
1,-2712.2864485103637
2,782.0000000000002
3,688.6744579076767
4,1386.0
5,98.00000000000006
6,797.1431146317918
7,1223.0147899083222
8,2309.0
9,-490.99266466143035
10,818.0
11,-378.51501591329
12,937.0
13,680.2193004006112
14,32.00000000000355
15,-270.99999999999955
16,186.22073611580709
17,-793.999999999998
18,87.00000961130212
19,-933.9773259773174
20,1262.9978226572275
21,405.1384161710739
22,-916.0
23,256.0000032009609
24,1557.0000000000002
25,1403.0002523467883
26,-336.9710910521335
27,-736.9999999855831
28,-684.9999999999649
29,-1338.99931956028
30,368.0
31,1663.000012506642
32,-1420.4005827928195
33,-1536.0
34,-279.99930848749307
35,-67.04511327669024
36,324.2626589536667
37,391.0000000003138
38,-674.0
39,-639.6978684242349
40,-859.0
41,-378.9998806786148
42,320.0000000372844
43,-250.28921752551105
44,-562.999999998984
45,1149.0071299550268
46,765.0000118944788
47,2303.0000014584834
48,-779.0
49,-33.291513722389936
50,2179.000000000288
51,1021.0000000000002
52,2425.000000000002
53,415.49638843908906
54,-1571.0
55,-1809.999983509241
56,-1386.999999999929
57,-684.9999999999999
58,1955.2066675343813
59,956.3397759497166
60,1039.0194839083415
61,-845.0
62,-405.9999999999999
63,-625.0
64,1514.1752307265997
65,-774.0
66,831.0
67,939.0361202955246
68,1821.918806489557
69,477.0
70,2194.044219791889
71,1473.00000000197
72,-1382.0
73,655.2722416399338
74,1856.0002482832301
75,-837.9999999999992
76,533.6424328400753
77,60.0365865117019
78,-1345.0
79,863.797092021734
80,561.0003616532166
81,1545.0000004038266
82,73.00000000000266
83,1010.0018606087843
84,811.000000000031
85,-748.0
86,89.00000014248803
87,-67.99999999681103
88,921.0216241320759
89,1481.041576071464
90,1873.0005971665062
91,1453.1037852674272
92,1447.0012664150254
93,725.0
94,1011.0061908524167
95,587.0000000183956
96,-234.8940346390009
97,914.0
98,-1542.0
99,1938.4904307127
100,1798.0902091380412
101,2434.8279441595078
102,-456.21710439771414
103,828.0000000000122
104,-1094.3682314753532
105,-204.9045221776105
106,432.0000357020004
107,746.0000001776227
108,941.0
109,44.745886063203216
110,-356.0
111,-260.0
112,-1396.8023180812597
113,-1602.999999998305
114,82.65806322591379
115,-274.0
116,-1838.0
117,-340.0
118,541.0
119,-302.66767490282655
120,227.0000000000001
121,23.52524620294571
122,51.00000000002332
123,947.1467217737809
124,-254.99999761548938
125,-263.9999998665894
126,-43.99999999988285
127,-262.9193290991243
128,-1752.9999956164627
129,821.0000000285943
130,249.0
131,536.036501253715
132,-436.9871842712164
133,-479.0
134,-442.9999999999999
135,489.6627690955065
136,295.00000252884814
137,480.00000000934335
138,-217.9999999995841
139,-156.11839517951012
140,412.7593381591141
141,347.0000000000002
142,-376.930007295683
143,-370.99999998867395
144,-544.9999999999995
145,-53.0
146,453.0239084142959
147,-352.9438690150164
148,387.0
149,-436.99999662220955
150,232.08683887471125
151,-676.9999951625508
152,-1317.0
153,-435.9897664378286
154,-131.0
155,-330.0
156,230.05008241415635
157,159.00000000008217
158,-993.9997819849225
159,-226.0
160,-290.9999999993532
161,-415.0
162,-649.6027175486088
163,-639.999999995065
164,-1738.8140123390913
165,-65.0
166,-285.97000511642545
167,20.000007170301668
168,-1321.3652550154366
169,165.0
170,-677.9999048302757
171,379.0
172,-1290.0
173,-104.36375352088362
174,475.63764910399914
175,-419.0
176,-1434.9999993594315
177,449.2363788347284
178,79.80570560984779
179,860.0
180,-276.9969646512395
181,-301.99999896840853
182,-270.0
183,25.0
184,-1378.999999999854
185,-155.99999999914348
186,-795.9999999999995
187,646.0005905382113
188,2577.593001842499
189,-440.9980983100327
190,1721.0000044530034
191,-1996.0
192,-97.0
193,-1998.9999328796243
194,-703.9999930270067
195,-1318.999999991021
196,-1844.9999999982192
197,-86.68677181005478
198,-752.9999980172731
199,526.6246478385292
200,-1338.0
201,-1199.9998943087367
202,-46.99999999981616
203,-241.0
204,684.0
205,-0.9999999994071409
206,-312.70009887218475
207,983.0187678050606
208,169.00000000011335
